Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),,,States,Concentration,Pesticide Data Table in 2018,,,
FL1808130001GOFL1,GO,AGW,Chlorantraniliprole,I,0.043,0.02,M,LU,,,,O,805,52,3,,,FL,0.043,,,,
FL1808130065GOFL1,GO,AGW,Chlorantraniliprole,I,0.057,0.02,M,LU,,,,O,805,52,3,,,FL,0.057,,,,
FL1808130089GOFL1,GO,B48,Azoxystrobin,F,0.066,0.002,M,LU,,,,O,805,52,7.5,,,FL,0.066,,,,
FL1808130001GOFL1,GO,B48,Azoxystrobin,F,0.19,0.002,M,LU,,,,O,805,52,7.5,,,FL,0.19,,,,
FL1808130093ASWA1B,AS,170,Methamidophos,C,0.069,0.005,M,LU,,X,,O,805,52,0.02,,,FL,0.069,,,,
FL1808130001ASWA1,AS,160,Chlorpyrifos,C,0.018,0.005,M,GT,,,,O,805,35,5,,,FL,0.018,,,,
FL1808130093ASWA1B,AS,967,Imidacloprid,A,0.014,0.0033,M,LU,,V,,O,805,52,NT,,,FL,0.014,,,,
FL1808210066SNOH1,SN,781,Cyfluthrin,O,0.0294,0.008,M,GT,,,,O,805,35,0.25,,,FL,0.0294,,,,
FL1808270040PDWA1P,PD,70,Piperonyl butoxide,I,0.078,0.005,M,GT,,,,O,805,35,10,,,FL,0.078,,,,
FL1808270048PDWA1P,PD,B48,Azoxystrobin,F,0.0052,0.0015,M,LU,,,,O,805,64,2,,,FL,0.0052,,,,
FL1808270048PDWA1P,PD,70,Piperonyl butoxide,I,0.14,0.005,M,GT,,,,O,805,35,10,,,FL,0.14,,,,
MD1808080001CMUS2B,CM,AEM,"Cyhalothrin, Lambda",O,0.0028,0.001,M,GN,,,,O,818,72,0.4,,,MD,0.0028,,,,
MD1808080028CMUS2B,CM,B46,Clopyralid,G,0.096,0.077,M,LU,,,P,O,818,52,0.2,,,MD,0.096,,,,
MD1808080042CMUS2A,CM,B46,Clopyralid,G,0.087,0.077,M,LU,,,P,O,818,52,0.2,,,MD,0.087,,,,
MD1808150001GKOH1,GK,B58,Difenoconazole,L,0.0383,0.001,M,LU,,,,O,805,52,35,,,MD,0.0383,,,,
MD1808150001GKOH1,GK,930,Bifenthrin,O,0.0248,0.001,M,GT,,,,O,805,35,3.5,,,MD,0.0248,,,,
MD1808150001GKOH1,GK,781,Cyfluthrin,O,0.0133,0.008,M,GT,,Q,,O,805,35,7,,,MD,0.0133,,,,
MD1808150005GKOH1P,GK,930,Bifenthrin,O,0.6477,0.001,M,GT,,,,O,805,35,3.5,,,MD,0.6477,,,,
MD1808150005GKOH1P,GK,AEM,"Cyhalothrin, Lambda",O,0.5423,0.002,M,GT,,X,,O,805,35,0.01,,,MD,0.5423,,,,
MD1808150005GKOH1P,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,60,,,MD,0.0166,,,,
MD1808150005GKOH1P,GK,AGW,Chlorantraniliprole,I,0.0639,0.01,M,LU,,,,O,805,52,11,,,MD,0.0639,,,,
MD1808150005GKOH1P,GK,B43,Thiamethoxam,A,0.05,0.03,M,LU,,Q,,O,805,52,3,,,MD,0.05,,,,
MD1808150005GKOH1P,GK,AEP,Clothianidin,F,0.0832,0.05,M,LU,,Q,,O,805,52,3,,,MD,0.0832,,,,
MD1808150005GKOH1P,GK,B48,Azoxystrobin,F,2.1829,0.002,M,LU,,,,O,805,52,25,,,MD,2.1829,,,,
MD1808150057GKOH1P,GK,AKD,Penthiopyrad,A,0.0033,0.002,M,LU,,Q,,O,805,52,50,,,MD,0.0033,,,,
MD1808150057GKOH1P,GK,AGY,Spinetoram,I,0.0166,0.01,M,LU,,Q,,O,805,52,10,,,MD,0.0166,,,,
MD1808150057GKOH1P,GK,AGW,Chlorantraniliprole,I,0.2542,0.01,M,LU,,,,O,805,52,11,,,MD,0.2542,,,,
MD1808150057GKOH1P,GK,781,Cyfluthrin,O,0.1273,0.008,M,GT,,,,O,805,35,7,,,MD,0.1273,,,,
MD1808150057GKOH1P,GK,B48,Azoxystrobin,F,2.0356,0.002,M,LU,,,,O,805,52,25,,,MD,2.0356,,,,
MD1808080001CMUS2A,CM,B46,Clopyralid,G,0.112,0.077,M,LU,,,P,O,818,52,0.2,,,MD,0.112,,,,
MD1808080001CMUS2B,CM,B46,Clopyralid,G,0.093,0.077,M,LU,,,P,O,818,52,0.2,,,MD,0.093,,,,
MD1808080028CMUS2A,CM,AEM,"Cyhalothrin, Lambda",O,0.0011,0.001,M,GN,,,,O,818,72,0.4,,,MD,0.0011,,,,
MD1808080028CMUS2B,CM,AEM,"Cyhalothrin, Lambda",O,0.0021,0.001,M,GN,,,,O,818,72,0.4,,,MD,0.0021,,,,
MD1808080039CMUS2A,CM,B46,Clopyralid,G,0.099,0.077,M,LU,,,P,O,818,52,0.2,,,MD,0.099,,,,
MD1808080039CMUS2B,CM,B46,Clopyralid,G,0.09,0.077,M,LU,,,P,O,818,52,0.2,,,MD,0.09,,,,
MD1808080042CMUS2A,CM,AEM,"Cyhalothrin, Lambda",O,0.003,0.001,M,GN,,,,O,818,72,0.4,,,MD,0.003,,,,
MD1808150001GKOH1,GK,B61,Pyraclostrobin,F,0.0097,0.002,M,LU,,,,O,805,52,16,,,MD,0.0097,,,,
MD1808150005GKOH1P,GK,ADG,Indoxacarb,I,0.966,0.003,M,LU,,,,O,805,52,12,,,MD,0.966,,,,
MD1808150033GKOH1P,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5,,,MD,0.0017,,,,
MD1808150057GKOH1P,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5,,,MD,0.0017,,,,
MD1808080001OLCA1P,OL,808,Fenpropathrin,O,0.042,0.0012,M,GT,,,,O,805,35,5,,,MD,0.042,,,,
MD1808080042OLCA1P,OL,808,Fenpropathrin,O,0.002,0.0012,M,GT,,,,O,805,35,5,,,MD,0.002,,,,
MD1808150021GOFL1,GO,B48,Azoxystrobin,F,0.059,0.002,M,LU,,,,O,805,52,7.5,,,MD,0.059,,,,
MD1808080001OLCA1P,OL,539,Permethrin Total,O,0.0072,0.005,M,GT,,V,,O,805,35,NT,,,MD,0.0072,,,,
MD1808080028OLCA1P,OL,B52,Buprofezin,F,0.0015,0.0012,M,LU,,,,O,805,52,3.5,,,MD,0.0015,,,,
MD1808080039OLCA1P,OL,808,Fenpropathrin,O,0.016,0.0012,M,GT,,,,O,805,35,5,,,MD,0.016,,,,
MD1808080042OLCA1P,OL,B24,Pyriproxyfen,F,0.0015,0.0012,M,LU,,,,O,805,52,1,,,MD,0.0015,,,,
MD1808290036PDWA1P,PD,B48,Azoxystrobin,F,0.0015,0.0015,M,LU,,,,O,805,64,2,,,MD,0.0015,,,,
MD1808290052PDWA1P,PD,70,Piperonyl butoxide,I,0.0096,0.005,M,GT,,,,O,805,35,10,,,MD,0.0096,,,,
MD1808290036RANY1P,RA,B75,Boscalid,A,0.058,0.001,M,GT,,,,O,805,35,8.5,,,MD,0.058,,,,
MD1808290036RANY1P,RA,AHS,Flubendiamide,I,0.037,0.001,M,LU,,,,O,805,52,1.4,,,MD,0.037,,,,
MD1808290036RANY1P,RA,B79,Trifloxystrobin,F,0.0017,0.001,M,LU,,Q,,O,805,52,5,,,MD,0.0017,,,,
MD1808290036RANY1P,RA,B52,Buprofezin,F,0.0017,0.001,M,LU,,Q,,O,805,52,2.5,,,MD,0.0017,,,,
MD1808290036RANY1P,RA,A58,Tebuconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,5,,,MD,0.0017,,,,
MD1808290036RANY1P,RA,713,Oxyfluorfen,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05,,,MD,0.0017,,,,
MD1808290036RANY1P,RA,AHM,Spirotetramat,I,0.0025,0.0015,M,LU,,Q,,O,805,52,3,,,MD,0.0025,,,,
MD1808290036RANY1P,RA,B72,Tetraconazole,L,0.011,0.001,M,LU,,,,O,805,52,0.2,,,MD,0.011,,,,
MD1808290036RANY1P,RA,B22,Cyprodinil,V,0.01,0.003,M,GT,,,,O,805,35,5,,,MD,0.01,,,,
MD1808290036RANY1P,RA,AES,Methoxyfenozide,I,0.0091,0.001,M,LU,,,,O,805,52,1.5,,,MD,0.0091,,,,
MD1808290036RANY1P,RA,967,Imidacloprid,A,0.0082,0.001,M,LU,,,,O,805,52,1.5,,,MD,0.0082,,,,
MD1808290036RANY1P,RA,B57,Quinoxyfen,I,0.0041,0.0012,M,GT,,,,O,805,35,2,,,MD,0.0041,,,,
MD1808290036RANY1P,RA,B61,Pyraclostrobin,F,0.021,0.001,M,LU,,,,O,805,52,7,,,MD,0.021,,,,
MD1808290048RANY1P,RA,967,Imidacloprid,A,0.024,0.001,M,LU,,,,O,805,52,1.5,,,MD,0.024,,,,
MD1808290048RANY1P,RA,AES,Methoxyfenozide,I,0.25,0.001,M,LU,,,,O,805,52,1.5,,,MD,0.25,,,,
MD1808290048RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,MD,0.0017,,,,
MD1808290048RANY1P,RA,AHM,Spirotetramat,I,0.0025,0.0015,M,LU,,Q,,O,805,52,3,,,MD,0.0025,,,,
MD1808290048RANY1P,RA,A58,Tebuconazole,L,0.013,0.001,M,LU,,,,O,805,52,5,,,MD,0.013,,,,
MD1808290048RANY1P,RA,B72,Tetraconazole,L,0.01,0.001,M,LU,,,,O,805,52,0.2,,,MD,0.01,,,,
MD1808290049RANY1P,RA,967,Imidacloprid,A,0.014,0.001,M,LU,,,,O,805,52,1.5,,,MD,0.014,,,,
MD1808290049RANY1P,RA,AES,Methoxyfenozide,I,0.013,0.001,M,LU,,,,O,805,52,1.5,,,MD,0.013,,,,
MD1808290049RANY1P,RA,B72,Tetraconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,0.2,,,MD,0.0017,,,,
MD1808290049RANY1P,RA,B48,Azoxystrobin,F,0.0017,0.001,M,LU,,Q,,O,805,52,2,,,MD,0.0017,,,,
MD1808290049RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,MD,0.0017,,,,
MD1808290049RANY1P,RA,B80,Acetamiprid,A,0.0034,0.001,M,LU,,,,O,805,52,0.35,,,MD,0.0034,,,,
MD1808290049RANY1P,RA,AFM,Flutriafol,L,0.0033,0.001,M,LU,,,,O,805,52,2.4,,,MD,0.0033,,,,
MD1808290049RANY1P,RA,B42,Kresoxim-methyl,I,0.0025,0.0015,M,GT,,Q,,O,805,35,1.5,,,MD,0.0025,,,,
MD1808290049RANY1P,RA,AHM,Spirotetramat,I,0.0025,0.0015,M,LU,,Q,,O,805,52,3,,,MD,0.0025,,,,
MD1808290049RANY1P,RA,A58,Tebuconazole,L,0.0071,0.001,M,LU,,,,O,805,52,5,,,MD,0.0071,,,,
MD1808290049RANY1P,RA,B79,Trifloxystrobin,F,0.0067,0.001,M,LU,,,,O,805,52,5,,,MD,0.0067,,,,
MD1808290049RANY1P,RA,B61,Pyraclostrobin,F,0.0067,0.001,M,LU,,,,O,805,52,7,,,MD,0.0067,,,,
MD1808290049RANY1P,RA,679,Myclobutanil,L,0.0066,0.001,M,LU,,,,O,805,52,10,,,MD,0.0066,,,,
MD1808290049RANY1P,RA,B57,Quinoxyfen,I,0.024,0.0012,M,GT,,,,O,805,35,2,,,MD,0.024,,,,
MD1808290049RANY1P,RA,AKG,Fluopyram,A,0.021,0.001,M,LU,,,,O,805,52,3,,,MD,0.021,,,,
MD1808290052RANY1P,RA,ANE,Flupyradifurone,I,0.037,0.003,M,LU,,,,O,805,52,5,,,MD,0.037,,,,
MD1808290052RANY1P,RA,B23,Fludioxonil,A,0.036,0.006,M,GT,,,,O,805,35,2,,,MD,0.036,,,,
MD1808290052RANY1P,RA,A58,Tebuconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,5,,,MD,0.0017,,,,
MD1808290052RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,MD,0.0017,,,,
MD1808290052RANY1P,RA,679,Myclobutanil,L,0.0017,0.001,M,LU,,Q,,O,805,52,10,,,MD,0.0017,,,,
MD1808290052RANY1P,RA,160,Chlorpyrifos,C,0.0017,0.001,M,GT,,Q,,O,805,35,0.01,,,MD,0.0017,,,,
MD1808290052RANY1P,RA,AHM,Spirotetramat,I,0.0025,0.0015,M,LU,,Q,,O,805,52,3,,,MD,0.0025,,,,
MD1808290052RANY1P,RA,B57,Quinoxyfen,I,0.002,0.0012,M,GT,,Q,,O,805,35,2,,,MD,0.002,,,,
MD1808290052RANY1P,RA,B72,Tetraconazole,L,0.012,0.001,M,LU,,,,O,805,52,0.2,,,MD,0.012,,,,
MD1808290052RANY1P,RA,B61,Pyraclostrobin,F,0.011,0.001,M,LU,,,,O,805,52,7,,,MD,0.011,,,,
MD1808290052RANY1P,RA,AFS,Fenpyroximate,F,0.0086,0.003,M,LU,,,,O,805,52,1,,,MD,0.0086,,,,
MD1808290052RANY1P,RA,AFM,Flutriafol,L,0.0048,0.001,M,LU,,,,O,805,52,2.4,,,MD,0.0048,,,,
MD1808290052RANY1P,RA,967,Imidacloprid,A,0.024,0.001,M,LU,,,,O,805,52,1.5,,,MD,0.024,,,,
MD1808290052RANY1P,RA,B22,Cyprodinil,V,0.023,0.003,M,GT,,,,O,805,35,5,,,MD,0.023,,,,
MD1808290052RANY1P,RA,AKG,Fluopyram,A,0.051,0.001,M,LU,,,,O,805,52,3,,,MD,0.051,,,,
MD1808290052RANY1P,RA,AES,Methoxyfenozide,I,0.04,0.001,M,LU,,,,O,805,52,1.5,,,MD,0.04,,,,
MD1808290036RANY1P,RA,B58,Difenoconazole,L,0.014,0.001,M,LU,,,,O,805,52,6,,,MD,0.014,,,,
MD1808290048RANY1P,RA,AFM,Flutriafol,L,0.0068,0.001,M,LU,,,,O,805,52,2.4,,,MD,0.0068,,,,
MD1808290049RANY1P,RA,B75,Boscalid,A,0.015,0.001,M,GT,,,,O,805,35,8.5,,,MD,0.015,,,,
MD1808290052RANY1P,RA,B75,Boscalid,A,0.037,0.001,M,GT,,,,O,805,35,8.5,,,MD,0.037,,,,
MD1808290052RCTX1P,RC,382,1-Naphthol,E,0.014,0.01,M,GT,,,,O,805,35,3,,,MD,0.014,,,,
MD1808290036WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0049,0.0012,M,GT,,,,O,805,35,1,,,MD,0.0049,,,,
MD1808290036WFCA1P,WF,70,Piperonyl butoxide,I,0.081,0.0025,M,GT,,,,O,805,35,20,,,MD,0.081,,,,
MD1808290048WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0059,0.0012,M,GT,,,,O,805,35,1,,,MD,0.0059,,,,
MD1808290048WFCA1P,WF,70,Piperonyl butoxide,I,0.11,0.0025,M,GT,,,,O,805,35,20,,,MD,0.11,,,,
MD1808290049WFCA1P,WF,70,Piperonyl butoxide,I,0.33,0.0025,M,GT,,,,O,805,35,20,,,MD,0.33,,,,
MD1808290052WFCA1P,WF,70,Piperonyl butoxide,I,0.018,0.0025,M,GT,,,,O,805,35,20,,,MD,0.018,,,,
MD1808290052WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.0018,0.0012,M,GT,,,,O,805,35,1,,,MD,0.0018,,,,
MD1808290036WFCA1P,WF,52,Malathion,C,0.0073,0.0025,M,LU,,,,O,805,52,8,,,MD,0.0073,,,,
MD1808290048WFCA1P,WF,58,MGK-264,F,0.0014,0.0012,M,GT,,,,O,805,35,5,,,MD,0.0014,,,,
MD1808290049WFCA1P,WF,612,Deltamethrin  (includes parent Tralomethrin),O,0.019,0.0012,M,GT,,,,O,805,35,1,,,MD,0.019,,,,
MD1808290052WFCA1P,WF,52,Malathion,C,0.0069,0.0025,M,LU,,,,O,805,52,8,,,MD,0.0069,,,,
MD1808150036GOFL1,GO,B58,Difenoconazole,L,0.01,0.005,M,LU,,,,O,805,52,6,,,MD,0.01,,,,
MD1808150036GOFL1,GO,230,Pendimethalin,F,0.0085,0.005,M,GT,,,,O,805,35,0.2,,,MD,0.0085,,,,
MD1808150036GOFL1,GO,B48,Azoxystrobin,F,0.0022,0.002,M,LU,,,,O,805,52,7.5,,,MD,0.0022,,,,
MD1808220001KWMI1,KW,B23,Fludioxonil,A,0.067,0.065,M,LU,,,,O,805,64,20,,,MD,0.067,,,,
MD1808220021KWMI1,KW,B23,Fludioxonil,A,0.67,0.065,M,LU,,,,O,805,64,20,,,MD,0.67,,,,
MD1808220021KWMI1,KW,B41,Fenhexamid,I,1.3,0.015,M,LU,,,P,O,805,52,15,,,MD,1.3,,,,
MD1808220001KWMI1,KW,626,Iprodione,A,0.12,0.025,M,GT,,,,O,805,35,10,,,MD,0.12,,,,
MD1808220021KWMI1,KW,626,Iprodione,A,0.037,0.025,M,GT,,,,O,805,35,10,,,MD,0.037,,,,
MD1808220036KWMI1,KW,626,Iprodione,A,0.1,0.025,M,GT,,,,O,805,35,10,,,MD,0.1,,,,
MD1808220001SNOH1,SN,A58,Tebuconazole,L,0.0083,0.005,M,LU,,QV,,O,805,52,NT,,,MD,0.0083,,,,
MD1808220021SNOH1,SN,B48,Azoxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,3,,,MD,0.0033,,,,
MD1808220052SNOH1,SN,B48,Azoxystrobin,F,0.0108,0.002,M,LU,,,,O,805,52,3,,,MD,0.0108,,,,
MD1808220021SNOH1,SN,666,Carbendazim (MBC),B,0.1589,0.015,M,LU,,V,,O,805,52,NT,,,MD,0.1589,,,,
MD1808220021SNOH1,SN,A58,Tebuconazole,L,0.1408,0.005,M,LU,,V,,O,805,52,NT,,,MD,0.1408,,,,
MD1808220052SNOH1,SN,AEM,"Cyhalothrin, Lambda",O,0.0088,0.002,M,GT,,,,O,805,35,0.2,,,MD,0.0088,,,,
MD1808150005GOFL1,GO,AES,Methoxyfenozide,I,0.066,0.01,M,LU,,,,O,805,52,5,,,MD,0.066,,,,
MD1808150001ASWA1,AS,180,Carbofuran,E,0.003,0.0015,M,LU,,V,,O,805,52,NT,,,MD,0.003,,,,
MD1808290048PDWA1P,PD,B10,Hexythiazox,A,0.0039,0.002,M,LU,,,,O,805,64,1.3,,,MD,0.0039,,,,
MI1808210095CGFL1,CG,AHT,Fluopicolide,A,0.01,0.01,M,LU,,,,O,805,52,5,,,MI,0.01,,,,
MI1808070027CMUS2,CM,B46,Clopyralid,G,0.097,0.077,M,LU,,,P,O,818,52,0.2,,,MI,0.097,,,,
MI1808070056CMUS2P,CM,B46,Clopyralid,G,0.092,0.077,M,LU,,,P,O,818,52,0.2,,,MI,0.092,,,,
MI1808070084CMUS2A,CM,B46,Clopyralid,G,0.109,0.077,M,LU,,,P,O,818,52,0.2,,,MI,0.109,,,,
MI1808140007GKOH1,GK,AHT,Fluopicolide,A,2.4122,0.002,M,LU,,,,O,805,52,18,,,MI,2.4122,,,,
MI1808140007GKOH1,GK,781,Cyfluthrin,O,0.8079,0.008,M,GT,,,,O,805,35,7,,,MI,0.8079,,,,
MI1808140007GKOH1,GK,AKW,Fluxapyroxad,A,0.005,0.003,M,LU,,Q,,O,805,52,4,,,MI,0.005,,,,
MI1808140007GKOH1,GK,B61,Pyraclostrobin,F,0.0406,0.002,M,LU,,,,O,805,52,16,,,MI,0.0406,,,,
MI1808140007GKOH1,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,60,,,MI,0.0166,,,,
MI1808140007GKOH1,GK,AGY,Spinetoram,I,0.0664,0.01,M,LU,,,,O,805,52,10,,,MI,0.0664,,,,
MI1808140018GKOH1,GK,930,Bifenthrin,O,1.9812,0.001,M,GT,,,,O,805,35,3.5,,,MI,1.9812,,,,
MI1808140018GKOH1,GK,597,Cypermethrin,O,1.2285,0.04,M,GT,,,,O,805,35,14,,,MI,1.2285,,,,
MI1808140018GKOH1,GK,B48,Azoxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,25,,,MI,0.0033,,,,
MI1808140018GKOH1,GK,AKD,Penthiopyrad,A,0.0033,0.002,M,LU,,Q,,O,805,52,50,,,MI,0.0033,,,,
MI1808140031GKOH1,GK,AKD,Penthiopyrad,A,0.0122,0.002,M,LU,,,,O,805,52,50,,,MI,0.0122,,,,
MI1808140031GKOH1,GK,597,Cypermethrin,O,0.0666,0.04,M,GT,,Q,,O,805,35,14,,,MI,0.0666,,,,
MI1808140038GKOH1,GK,910,"DDE p,p'",A,0.0017,0.001,M,GT,,Q,,O,805,35,0.5 AL,,,MI,0.0017,,,,
MI1808140047GKOH1,GK,910,"DDE p,p'",A,0.0055,0.001,M,GT,,,,O,805,35,0.5 AL,,,MI,0.0055,,,,
MI1808140047GKOH1,GK,B43,Thiamethoxam,A,0.05,0.03,M,LU,,Q,,O,805,52,3,,,MI,0.05,,,,
MI1808140047GKOH1,GK,AKG,Fluopyram,A,0.0033,0.002,M,LU,,Q,,O,805,52,50,,,MI,0.0033,,,,
MI1808140102GKOH1,GK,781,Cyfluthrin,O,1.4202,0.008,M,GT,,,,O,805,35,7,,,MI,1.4202,,,,
MI1808140102GKOH1,GK,AHT,Fluopicolide,A,3.0942,0.002,M,LU,,,,O,805,52,18,,,MI,3.0942,,,,
MI1808140102GKOH1,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05,,,MI,0.0017,,,,
MI1808140102GKOH1,GK,AGY,Spinetoram,I,0.0945,0.01,M,LU,,,,O,805,52,10,,,MI,0.0945,,,,
MI1808070005CMUS2A,CM,AEM,"Cyhalothrin, Lambda",O,0.0023,0.001,M,GN,,,,O,818,72,0.4,,,MI,0.0023,,,,
MI1808070005CMUS2B,CM,AEM,"Cyhalothrin, Lambda",O,0.0023,0.001,M,GN,,,,O,818,72,0.4,,,MI,0.0023,,,,
MI1808070008CMUS2U,CM,B46,Clopyralid,G,0.09,0.077,M,LU,,,P,O,818,52,0.2,,,MI,0.09,,,,
MI1808070010CMUS2V,CM,AEM,"Cyhalothrin, Lambda",O,0.001,0.001,M,GN,,,,O,818,72,0.4,,,MI,0.001,,,,
MI1808070027CMUS2,CM,AEM,"Cyhalothrin, Lambda",O,0.0013,0.001,M,GN,,,,O,818,72,0.4,,,MI,0.0013,,,,
MI1808070027CMUS2P,CM,AEM,"Cyhalothrin, Lambda",O,0.0015,0.001,M,GN,,,,O,818,72,0.4,,,MI,0.0015,,,,
MI1808070056CMUS2,CM,B46,Clopyralid,G,0.098,0.077,M,LU,,,P,O,818,52,0.2,,,MI,0.098,,,,
MI1808070056CMUS2P,CM,AEM,"Cyhalothrin, Lambda",O,0.0013,0.001,M,GN,,,,O,818,72,0.4,,,MI,0.0013,,,,
MI1808070084CMUS2A,CM,AEM,"Cyhalothrin, Lambda",O,0.0015,0.001,M,GN,,,,O,818,72,0.4,,,MI,0.0015,,,,
MI1808070084CMUS2B,CM,AEM,"Cyhalothrin, Lambda",O,0.0019,0.001,M,GN,,,,O,818,72,0.4,,,MI,0.0019,,,,
MI1808140007GKOH1,GK,B43,Thiamethoxam,A,0.05,0.03,M,LU,,Q,,O,805,52,3,,,MI,0.05,,,,
MI1808140018GKOH1,GK,AGW,Chlorantraniliprole,I,0.0736,0.01,M,LU,,,,O,805,52,11,,,MI,0.0736,,,,
MI1808140031GKOH1,GK,539,Permethrin Total,O,0.0083,0.005,M,GT,,QV,,O,805,35,NT,,,MI,0.0083,,,,
MI1808140038GKOH1,GK,134,DCPA,A,0.0065,0.001,M,GT,,,,O,805,35,5,,,MI,0.0065,,,,
MI1808140047GKOH1,GK,351,Pentachloroaniline (PCA),A,0.0033,0.002,M,GT,,Q,,O,805,35,0.2,,,MI,0.0033,,,,
MI1808140102GKOH1,GK,B61,Pyraclostrobin,F,0.0544,0.002,M,LU,,,,O,805,52,16,,,MI,0.0544,,,,
MI1808280021PDWA1,PD,B48,Azoxystrobin,F,0.0021,0.0015,M,LU,,,,O,805,64,2,,,MI,0.0021,,,,
MI1808280021PDWA1,PD,AES,Methoxyfenozide,I,0.0041,0.0033,M,LU,,,,O,805,64,0.3,,,MI,0.0041,,,,
MI1808070056OLCA1P,OL,808,Fenpropathrin,O,0.0013,0.0012,M,GT,,,,O,805,35,5,,,MI,0.0013,,,,
MI1808070084OLCA1,OL,B52,Buprofezin,F,0.015,0.0012,M,LU,,,,O,805,52,3.5,,,MI,0.015,,,,
MI1808280010PDWA1P,PD,B10,Hexythiazox,A,0.0023,0.002,M,LU,,,,O,805,64,1.3,,,MI,0.0023,,,,
MI1808280021PDWA1,PD,B75,Boscalid,A,0.0034,0.0033,M,LU,,,,O,805,64,3.5,,,MI,0.0034,,,,
MI1808280047PDWA1P,PD,B10,Hexythiazox,A,0.016,0.002,M,LU,,,,O,805,64,1.3,,,MI,0.016,,,,
MI1808280006RANY1,RA,B75,Boscalid,A,0.24,0.001,M,GT,,,,O,805,35,8.5,,,MI,0.24,,,,
MI1808280006RANY1,RA,B61,Pyraclostrobin,F,0.17,0.001,M,LU,,,,O,805,52,7,,,MI,0.17,,,,
MI1808280006RANY1,RA,AES,Methoxyfenozide,I,0.0017,0.001,M,LU,,Q,,O,805,52,1.5,,,MI,0.0017,,,,
MI1808280006RANY1,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,MI,0.0017,,,,
MI1808280006RANY1,RA,679,Myclobutanil,L,0.032,0.001,M,LU,,,,O,805,52,10,,,MI,0.032,,,,
MI1808280006RANY1,RA,B80,Acetamiprid,A,0.026,0.001,M,LU,,,,O,805,52,0.35,,,MI,0.026,,,,
MI1808280006RANY1,RA,B57,Quinoxyfen,I,0.018,0.0012,M,GT,,,,O,805,35,2,,,MI,0.018,,,,
MI1808280006RANY1,RA,967,Imidacloprid,A,0.018,0.001,M,LU,,,,O,805,52,1.5,,,MI,0.018,,,,
MI1808280006RANY1,RA,B79,Trifloxystrobin,F,0.015,0.001,M,LU,,,,O,805,52,5,,,MI,0.015,,,,
MI1808280006RANY1,RA,AHM,Spirotetramat,I,0.1,0.0015,M,LU,,,,O,805,52,3,,,MI,0.1,,,,
MI1808280006RANY1,RA,AFS,Fenpyroximate,F,0.047,0.003,M,LU,,,,O,805,52,1,,,MI,0.047,,,,
MI1808280010RANY1P,RA,AFM,Flutriafol,L,0.049,0.001,M,LU,,,,O,805,52,2.4,,,MI,0.049,,,,
MI1808280010RANY1P,RA,AFS,Fenpyroximate,F,0.11,0.003,M,LU,,,,O,805,52,1,,,MI,0.11,,,,
MI1808280010RANY1P,RA,B79,Trifloxystrobin,F,0.0017,0.001,M,LU,,Q,,O,805,52,5,,,MI,0.0017,,,,
MI1808280010RANY1P,RA,B61,Pyraclostrobin,F,0.0017,0.001,M,LU,,Q,,O,805,52,7,,,MI,0.0017,,,,
MI1808280010RANY1P,RA,B58,Difenoconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,6,,,MI,0.0017,,,,
MI1808280010RANY1P,RA,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,0.2,,,MI,0.0017,,,,
MI1808280010RANY1P,RA,AHM,Spirotetramat,I,0.0025,0.0015,M,LU,,Q,,O,805,52,3,,,MI,0.0025,,,,
MI1808280010RANY1P,RA,AEP,Clothianidin,F,0.01,0.005,M,LU,,,,O,805,52,0.6,,,MI,0.01,,,,
MI1808280010RANY1P,RA,AES,Methoxyfenozide,I,0.0096,0.001,M,LU,,,,O,805,52,1.5,,,MI,0.0096,,,,
